sample_name	ecotype	organ	flight	light	osd_id	omics_type	full_sample_id	hardware	cfd_hardware	gravity_key	cfd_scale	gravity_g	g_bl_mol_m2_s	delta_mm	sherwood	dC_CO2_mean_bl	o2_excess_ppm_bl	u_max	Ra_H2O	dC_H2O_mean	dC_H2O_peak	dC_CO2_mean	dC_CO2_peak	dC_O2_mean	dC_O2_peak	surf_dC_H2O_hw	surf_dC_CO2_hw	dishmean_CO2_hw	carbon_12h_pct_earth	A_start_umol_m2_s	A_end_umol_m2_s	net_assimilation_pct	co2_drawdown_mean_ppm	co2_drawdown_peak_ppm	o2_buildup_mean_ppm	enclosure_type	co2_depletion_min	co2_stress_hr	o2_hypoxia_days	earth_equiv_fan_cm_s	has_forced_airflow	fan_cm_s
Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5	Col-0	hypocotyl	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Hypocotyl_GC_Rep1	Col-0	hypocotyl	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_GC_Rep1	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Hypocotyl_GC_Rep2	Col-0	hypocotyl	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_GC_Rep2	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Hypocotyl_GC_Rep3	Col-0	hypocotyl	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_GC_Rep3	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Hypocotyl_GC_Rep4	Col-0	hypocotyl	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_GC_Rep4	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Hypocotyl_GC_Rep5	Col-0	hypocotyl	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_GC_Rep5	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Root_FLT_Rep1	Col-0	root	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_FLT_Rep1	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Root_FLT_Rep2	Col-0	root	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_FLT_Rep2	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Root_FLT_Rep3	Col-0	root	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_FLT_Rep3	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Root_FLT_Rep4	Col-0	root	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_FLT_Rep4	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Root_FLT_Rep5	Col-0	root	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_FLT_Rep5	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Root_GC_Rep1	Col-0	root	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_GC_Rep1	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Root_GC_Rep2	Col-0	root	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_GC_Rep2	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Root_GC_Rep3	Col-0	root	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_GC_Rep3	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Root_GC_Rep4	Col-0	root	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_GC_Rep4	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Root_GC_Rep5	Col-0	root	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Root_GC_Rep5	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_sl_FLT_BA1	Col-0	whole_seedling	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_FLT_BA1	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_sl_FLT_BA2	Col-0	whole_seedling	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_FLT_BA2	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_sl_FLT_BA3	Col-0	whole_seedling	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_FLT_BA3	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_sl_FLT_BA4	Col-0	whole_seedling	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_FLT_BA4	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_sl_FLT_BA5	Col-0	whole_seedling	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_FLT_BA5	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_sl_FLT_BG1	Col-0	whole_seedling	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_FLT_BG1	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_sl_GC_BA1	Col-0	whole_seedling	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_GC_BA1	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_sl_GC_BA2	Col-0	whole_seedling	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_GC_BA2	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_sl_GC_BA3	Col-0	whole_seedling	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_GC_BA3	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_sl_GC_BA4	Col-0	whole_seedling	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_GC_BA4	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_sl_GC_BA5	Col-0	whole_seedling	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_GC_BA5	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_sl_GC_BG1	Col-0	whole_seedling	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_sl_GC_BG1	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_UdCC_FLT_BB2	Col-0	undifferentiated cell culture	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_FLT_BB2	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_UdCC_FLT_BB3	Col-0	undifferentiated cell culture	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_FLT_BB3	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_UdCC_FLT_BB4	Col-0	undifferentiated cell culture	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_FLT_BB4	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_UdCC_FLT_BB5	Col-0	undifferentiated cell culture	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_FLT_BB5	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_UdCC_FLT_BG2	Col-0	undifferentiated cell culture	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_FLT_BG2	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_UdCC_FLT_BG3	Col-0	undifferentiated cell culture	FLT	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_FLT_BG3	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_UdCC_GC_BB2	Col-0	undifferentiated cell culture	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_GC_BB2	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_UdCC_GC_BB3	Col-0	undifferentiated cell culture	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_GC_BB3	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_UdCC_GC_BB4	Col-0	undifferentiated cell culture	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_GC_BB4	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_UdCC_GC_BB5	Col-0	undifferentiated cell culture	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_GC_BB5	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_UdCC_GC_BG2	Col-0	undifferentiated cell culture	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_GC_BG2	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_UdCC_GC_BG3	Col-0	undifferentiated cell culture	GC	light	OSD-17	microarray	OSD-17__Atha_Col-0_UdCC_GC_BG3	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep1	Col-0	hypocotyl	FLT	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep1	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep2	Col-0	hypocotyl	FLT	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep2	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep3	Col-0	hypocotyl	FLT	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep3	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep4	Col-0	hypocotyl	FLT	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep4	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep1	Col-0	hypocotyl	GC	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep1	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep2	Col-0	hypocotyl	GC	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep2	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep3	Col-0	hypocotyl	GC	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep3	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep4	Col-0	hypocotyl	GC	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep4	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep1	Col-0	hypocotyl	FLT	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_FLT_Rep1	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep2	Col-0	hypocotyl	FLT	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_FLT_Rep2	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep3	Col-0	hypocotyl	FLT	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_FLT_Rep3	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep4	Col-0	hypocotyl	FLT	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_FLT_Rep4	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep5	Col-0	hypocotyl	FLT	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_FLT_Rep5	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep1	Col-0	hypocotyl	GC	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_GC_Rep1	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep2	Col-0	hypocotyl	GC	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_GC_Rep2	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep3	Col-0	hypocotyl	GC	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_GC_Rep3	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep4	Col-0	hypocotyl	GC	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_GC_Rep4	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep5	Col-0	hypocotyl	GC	light	OSD-147	microarray	OSD-147__Atha_Col-0_HypocotylCC_WT_GC_Rep5	BRIC	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep1	Col-0	hypocotyl	FLT	light	OSD-205	microarray	OSD-205__Atha_Col-0_HypocotylCC_WT_FLT_Rep1	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep2	Col-0	hypocotyl	FLT	light	OSD-205	microarray	OSD-205__Atha_Col-0_HypocotylCC_WT_FLT_Rep2	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep3	Col-0	hypocotyl	FLT	light	OSD-205	microarray	OSD-205__Atha_Col-0_HypocotylCC_WT_FLT_Rep3	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep4	Col-0	hypocotyl	FLT	light	OSD-205	microarray	OSD-205__Atha_Col-0_HypocotylCC_WT_FLT_Rep4	BRIC	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
